month,region,product_category,customer_segment,marketing_spend,operating_cost,units_sold,average_price,revenue,gross_margin_rate,gross_margin,profit,retention_rate,churn_risk
2024-06-01,Midwest,Training Workshops,Mid-Market,2388.49,8376.94,97,283.86,27534.33,0.4609,12690.47,1925.03,0.8749,0.1251
2024-06-01,Midwest,Training Workshops,Enterprise,2167.38,6730.19,79,339.33,26807.36,0.533,14288.88,5391.32,0.8366,0.1634
2024-06-01,Midwest,Support Plans,Small Business,2517.77,7916.84,182,179.22,32618.92,0.4904,15995.95,5561.35,0.7984,0.2016
2024-06-01,Midwest,Support Plans,Mid-Market,2591.34,7295.61,171,188.84,32291.66,0.5312,17153.97,7267.03,0.8173,0.1827
2024-06-01,Midwest,Support Plans,Enterprise,2266.54,8182.24,111,230.33,25566.56,0.5786,14793.42,4344.64,0.8677,0.1323
2024-06-01,South,Analytics Software,Small Business,6144.97,12941.84,201,391.77,78746.28,0.5796,45641.57,26554.75,0.8229,0.1771
2024-06-01,South,Analytics Software,Mid-Market,5024.84,12879.65,164,429.23,70394.05,0.5968,42008.02,24103.53,0.7971,0.2029
2024-06-01,South,Analytics Software,Enterprise,5255.46,12314.17,122,504.5,61548.75,0.6393,39346.56,21776.92,0.8173,0.1827
2024-06-01,South,Implementation Services,Small Business,8771.02,15351.83,140,691.95,96873.12,0.3766,36478.41,12355.56,0.827,0.173
2024-06-01,South,Implementation Services,Mid-Market,6874.15,13782.56,104,757.92,78824.19,0.4248,33481.33,12824.62,0.8244,0.1756
2024-06-01,South,Implementation Services,Enterprise,4784.2,11078.96,69,901.44,62199.14,0.4657,28965.73,13102.57,0.8241,0.1759
2024-06-01,South,Training Workshops,Small Business,3122.0,10661.76,186,253.77,47201.11,0.4501,21245.97,7462.21,0.8224,0.1776
2024-06-01,South,Training Workshops,Mid-Market,3281.37,9656.98,153,280.3,42885.59,0.4562,19566.41,6628.06,0.7883,0.2117
2024-06-01,South,Training Workshops,Enterprise,3280.51,8523.98,111,348.87,38724.14,0.5312,20569.54,8765.05,0.8535,0.1465
2024-06-01,South,Support Plans,Small Business,3128.16,10509.42,259,181.03,46887.72,0.5088,23858.15,10220.56,0.8002,0.1998
2024-06-01,South,Support Plans,Mid-Market,3561.6,9737.15,209,191.25,39970.66,0.4952,19793.69,6494.94,0.8166,0.1834
2024-06-01,South,Support Plans,Enterprise,2235.77,8557.05,124,232.42,28820.27,0.5473,15773.53,4980.72,0.8144,0.1856
2024-06-01,West,Analytics Software,Small Business,5131.4,13966.17,186,383.25,71284.66,0.5796,41317.07,22219.5,0.8374,0.1626
2024-06-01,West,Analytics Software,Mid-Market,4066.67,12863.97,144,420.37,60533.11,0.5609,33951.96,17021.32,0.8261,0.1739
2024-06-01,West,Analytics Software,Enterprise,4240.95,12684.9,113,515.47,58247.7,0.6153,35841.49,18915.64,0.8524,0.1476
2024-06-01,West,Implementation Services,Small Business,5307.89,16028.5,118,692.09,81666.41,0.3872,31624.6,10288.22,0.8417,0.1583
2024-06-01,West,Implementation Services,Mid-Market,5546.79,13373.13,91,744.12,67714.91,0.4185,28341.18,9421.26,0.8288,0.1712
2024-06-01,West,Implementation Services,Enterprise,4713.35,13834.04,65,911.0,59215.05,0.4748,28115.66,9568.27,0.8915,0.1085
2024-06-01,West,Training Workshops,Small Business,3243.15,11137.01,153,255.51,39092.41,0.4759,18602.99,4222.83,0.8553,0.1447
2024-06-01,West,Training Workshops,Mid-Market,2693.23,11572.88,141,286.41,40384.17,0.4783,19315.13,5049.02,0.8894,0.1106
2024-06-01,West,Training Workshops,Enterprise,2496.33,9670.63,88,342.25,30117.64,0.5392,16240.15,4073.19,0.8587,0.1413
2024-06-01,West,Support Plans,Small Business,3126.0,10133.21,196,180.09,35298.11,0.5058,17855.44,4596.23,0.867,0.133
2024-06-01,West,Support Plans,Mid-Market,2742.4,9519.3,186,194.79,36231.08,0.5391,19532.91,7271.2,0.8583,0.1417
2024-06-01,West,Support Plans,Enterprise,2395.16,9740.17,122,232.33,28344.27,0.5535,15689.69,3554.37,0.8514,0.1486
2024-07-01,Northeast,Analytics Software,Small Business,4666.31,13617.67,163,396.92,64698.15,0.5748,37190.95,18906.96,0.8935,0.1065
2024-07-01,Northeast,Analytics Software,Mid-Market,5222.86,13445.9,155,419.18,64973.52,0.5757,37403.44,18734.68,0.9132,0.0868
2024-07-01,Northeast,Analytics Software,Enterprise,4334.49,12729.75,107,509.25,54489.61,0.64,34873.35,17809.11,0.893,0.107
2024-07-01,Northeast,Implementation Services,Small Business,7013.15,14889.6,122,704.88,85994.79,0.3868,33263.45,11360.7,0.9032,0.0968
2024-07-01,Northeast,Implementation Services,Mid-Market,5564.67,14399.46,96,763.09,73256.52,0.4246,31105.32,11141.18,0.9025,0.0975
2024-07-01,Northeast,Implementation Services,Enterprise,3873.33,13260.69,61,961.42,58646.9,0.4485,26301.99,9167.97,0.9165,0.0835
2024-07-01,Northeast,Training Workshops,Small Business,2459.12,10871.27,145,258.79,37523.84,0.468,17561.47,4231.07,0.9001,0.0999
2024-07-01,Northeast,Training Workshops,Mid-Market,2668.87,9790.3,140,284.07,39769.55,0.455,18095.51,5636.34,0.8822,0.1178
2024-07-01,Northeast,Training Workshops,Enterprise,2464.93,9020.59,87,345.17,30029.92,0.5148,15458.9,3973.38,0.9024,0.0976
2024-07-01,Northeast,Support Plans,Small Business,3152.3,11702.52,242,173.28,41934.36,0.5222,21896.72,7041.9,0.8621,0.1379
2024-07-01,Northeast,Support Plans,Mid-Market,2165.35,8541.19,158,184.41,29136.46,0.5443,15859.59,5153.05,0.8656,0.1344
2024-07-01,Northeast,Support Plans,Enterprise,2396.91,9910.44,124,233.75,28985.27,0.5477,15873.97,3566.63,0.8876,0.1124
2024-07-01,Midwest,Analytics Software,Small Business,5859.4,11753.9,178,398.22,70883.68,0.5468,38756.5,21143.2,0.8203,0.1797
2024-07-01,Midwest,Analytics Software,Mid-Market,4403.82,10284.31,129,418.62,54001.72,0.5823,31442.82,16754.69,0.8182,0.1818
2024-07-01,Midwest,Analytics Software,Enterprise,3319.35,10876.01,93,530.19,49307.42,0.64,31556.75,17361.39,0.8694,0.1306
2024-07-01,Midwest,Implementation Services,Small Business,4934.53,10820.84,87,681.74,59310.99,0.3758,22288.2,6532.83,0.8286,0.1714
2024-07-01,Midwest,Implementation Services,Mid-Market,5148.83,11693.38,93,741.7,68978.48,0.4271,29461.55,12619.34,0.8602,0.1398
2024-07-01,Midwest,Implementation Services,Enterprise,4297.47,10595.07,60,927.01,55620.83,0.454,25251.3,10358.76,0.854,0.146
2024-07-01,Midwest,Training Workshops,Small Business,2506.34,8869.27,125,253.22,31652.77,0.4652,14725.78,3350.17,0.8146,0.1854
2024-07-01,Midwest,Training Workshops,Mid-Market,2233.58,9019.04,109,279.65,30482.11,0.4823,14701.78,3449.16,0.8448,0.1552
2024-07-01,Midwest,Training Workshops,Enterprise,2282.86,7080.59,83,334.06,27726.81,0.5291,14669.61,5306.17,0.8737,0.1263
2024-07-01,Midwest,Support Plans,Small Business,2967.93,8045.96,215,181.59,39042.32,0.5139,20065.54,9051.66,0.8603,0.1397
2024-07-01,Midwest,Support Plans,Mid-Market,2347.06,6796.39,137,190.58,26109.95,0.5321,13892.7,4749.25,0.8494,0.1506
2024-07-01,Midwest,Support Plans,Enterprise,2053.66,8406.88,123,229.92,28279.74,0.5476,15487.08,5026.55,0.8553,0.1447
2024-07-01,South,Analytics Software,Small Business,5680.18,13910.92,196,387.5,75949.96,0.5717,43419.89,23828.79,0.8239,0.1761
2024-07-01,South,Analytics Software,Mid-Market,5213.94,12045.88,152,408.44,62082.67,0.6011,37320.57,20060.75,0.8145,0.1855
2024-07-01,South,Analytics Software,Enterprise,3345.61,11547.65,101,514.0,51913.93,0.6135,31846.81,16953.54,0.8491,0.1509
2024-07-01,South,Implementation Services,Small Business,6569.75,14619.83,123,692.26,85148.21,0.3791,32281.86,11092.28,0.7874,0.2126
2024-07-01,South,Implementation Services,Mid-Market,4196.23,11228.95,88,752.15,66189.0,0.4379,28983.69,13558.51,0.7872,0.2128
2024-07-01,South,Implementation Services,Enterprise,5682.66,11546.71,73,909.19,66371.11,0.4673,31017.39,13788.01,0.8416,0.1584
2024-07-01,South,Training Workshops,Small Business,3031.56,8711.93,158,264.29,41757.23,0.4781,19964.16,8220.67,0.7782,0.2218
2024-07-01,South,Training Workshops,Mid-Market,3716.24,9999.33,149,274.62,40918.58,0.4798,19632.63,5917.06,0.7917,0.2083
2024-07-01,South,Training Workshops,Enterprise,2693.51,8273.3,93,346.6,32233.58,0.5155,16617.79,5650.99,0.8375,0.1625
2024-07-01,South,Support Plans,Small Business,3106.69,9159.14,245,170.98,41888.95,0.4834,20248.28,7982.45,0.8202,0.1798
2024-07-01,South,Support Plans,Mid-Market,3231.0,9218.62,204,191.38,39042.04,0.514,20067.22,7617.6,0.7852,0.2148
2024-07-01,South,Support Plans,Enterprise,2584.83,9138.94,152,225.04,34205.85,0.5914,20228.01,8504.24,0.8598,0.1402
2024-07-01,West,Analytics Software,Small Business,5652.94,15333.04,186,375.92,69920.64,0.5809,40615.9,19629.93,0.8482,0.1518
2024-07-01,West,Analytics Software,Mid-Market,5031.1,13789.42,165,432.64,71384.88,0.5717,40814.19,21993.68,0.8708,0.1292
2024-07-01,West,Analytics Software,Enterprise,4472.63,12670.04,102,524.76,53525.46,0.64,34256.29,17113.62,0.8561,0.1439
2024-07-01,West,Implementation Services,Small Business,5688.94,15084.29,102,712.01,72624.92,0.384,27887.67,7114.43,0.8762,0.1238
2024-07-01,West,Implementation Services,Mid-Market,4259.11,12272.09,76,742.4,56422.22,0.4002,22579.91,6048.72,0.8448,0.1552
2024-07-01,West,Implementation Services,Enterprise,4665.1,12656.22,58,900.92,52253.49,0.4496,23493.02,6171.7,0.901,0.099
2024-07-01,West,Training Workshops,Small Business,2809.87,11890.44,162,261.38,42343.22,0.4704,19918.41,5218.1,0.8271,0.1729
2024-07-01,West,Training Workshops,Mid-Market,3256.84,11241.8,125,289.24,36154.75,0.4833,17473.71,2975.07,0.8737,0.1263
2024-07-01,West,Training Workshops,Enterprise,2188.68,10225.52,79,342.52,27058.91,0.5518,14931.35,2517.15,0.8618,0.1382
2024-07-01,West,Support Plans,Small Business,2615.79,9791.12,201,180.61,36302.59,0.5135,18641.16,6234.25,0.8232,0.1768
2024-07-01,West,Support Plans,Mid-Market,2278.53,11251.88,186,189.39,35226.77,0.5116,18023.17,4492.76,0.8435,0.1565
2024-07-01,West,Support Plans,Enterprise,2256.23,8867.89,121,232.82,28171.79,0.5914,16661.62,5537.5,0.8769,0.1231
2024-08-01,Northeast,Analytics Software,Small Business,5095.78,13940.12,159,395.6,62900.4,0.5459,34338.54,15302.64,0.8881,0.1119
2024-08-01,Northeast,Analytics Software,Mid-Market,3756.41,11957.7,131,409.54,53650.24,0.5836,31308.52,15594.41,0.9078,0.0922
2024-08-01,Northeast,Analytics Software,Enterprise,4031.45,11116.78,95,520.0,49399.58,0.64,31615.73,16467.5,0.9115,0.0885
2024-08-01,Northeast,Implementation Services,Small Business,7633.81,15655.46,121,706.35,85468.25,0.4008,34253.04,10963.77,0.8685,0.1315
2024-08-01,Northeast,Implementation Services,Mid-Market,6023.0,13731.28,99,778.75,77095.84,0.4343,33480.34,13726.05,0.9118,0.0882
2024-08-01,Northeast,Implementation Services,Enterprise,5892.89,13193.05,71,930.67,66077.71,0.4734,31278.69,12192.75,0.9102,0.0898
2024-08-01,Northeast,Training Workshops,Small Business,2397.29,10199.22,140,261.27,36578.24,0.4829,17665.14,5068.62,0.9053,0.0947
2024-08-01,Northeast,Training Workshops,Mid-Market,2390.65,8676.45,105,280.61,29463.94,0.4933,14535.31,3468.21,0.8478,0.1522
2024-08-01,Northeast,Training Workshops,Enterprise,2485.96,9443.07,84,335.92,28217.22,0.5398,15231.49,3302.46,0.8876,0.1124
2024-08-01,Northeast,Support Plans,Small Business,2159.35,9027.42,182,177.3,32268.39,0.5118,16513.87,5327.1,0.8884,0.1116
2024-08-01,Northeast,Support Plans,Mid-Market,2653.76,9448.94,178,190.81,33963.61,0.4981,16918.96,4816.26,0.8824,0.1176
2024-08-01,Northeast,Support Plans,Enterprise,2036.56,8700.53,137,232.14,31802.7,0.5948,18915.98,8178.89,0.9176,0.0824
2024-08-01,Midwest,Analytics Software,Small Business,4137.55,9927.79,134,378.0,50652.63,0.5754,29143.26,15077.92,0.8455,0.1545
2024-08-01,Midwest,Analytics Software,Mid-Market,5234.52,9879.99,143,411.78,58884.43,0.584,34386.58,19272.07,0.8149,0.1851
2024-08-01,Midwest,Analytics Software,Enterprise,3204.56,10336.22,97,513.93,49851.18,0.64,31904.76,18363.98,0.8316,0.1684
2024-08-01,Midwest,Implementation Services,Small Business,4930.77,10619.34,85,680.67,57856.88,0.3904,22585.41,7035.3,0.8099,0.1901
2024-08-01,Midwest,Implementation Services,Mid-Market,4864.21,11825.07,81,780.71,63237.26,0.4003,25314.92,8625.64,0.8204,0.1796
2024-08-01,Midwest,Implementation Services,Enterprise,5117.84,10937.51,61,927.05,56549.86,0.4856,27459.26,11403.9,0.8452,0.1548
2024-08-01,Midwest,Training Workshops,Small Business,3238.77,9324.49,144,260.26,37477.13,0.4419,16559.89,3996.62,0.8515,0.1485
2024-08-01,Midwest,Training Workshops,Mid-Market,2011.52,7850.46,108,278.18,30042.99,0.461,13850.94,3988.96,0.8537,0.1463
2024-08-01,Midwest,Training Workshops,Enterprise,1666.34,6827.6,76,341.84,25979.94,0.5513,14322.32,5828.38,0.8818,0.1182
2024-08-01,Midwest,Support Plans,Small Business,2566.23,7365.48,187,179.07,33486.36,0.4758,15932.19,6000.48,0.8106,0.1894
2024-08-01,Midwest,Support Plans,Mid-Market,1901.58,8193.4,132,192.97,25471.82,0.5393,13738.12,3643.14,0.8591,0.1409
2024-08-01,Midwest,Support Plans,Enterprise,2037.6,7477.04,115,228.19,26241.98,0.577,15141.4,5626.76,0.8882,0.1118
2024-08-01,South,Analytics Software,Small Business,5613.85,13583.94,194,375.83,72910.16,0.544,39663.13,20465.34,0.8119,0.1881
2024-08-01,South,Analytics Software,Mid-Market,4941.21,11725.47,170,417.63,70996.57,0.5552,39419.32,22752.64,0.8121,0.1879
2024-08-01,South,Analytics Software,Enterprise,3943.95,9862.03,99,510.01,50490.86,0.64,32314.15,18508.16,0.8464,0.1536
2024-08-01,South,Implementation Services,Small Business,7081.22,14071.94,120,691.75,83010.41,0.3847,31932.94,10779.79,0.8358,0.1642
2024-08-01,South,Implementation Services,Mid-Market,4505.97,12697.72,94,746.58,70178.56,0.4285,30072.01,12868.32,0.795,0.205
2024-08-01,South,Implementation Services,Enterprise,5198.37,10641.25,67,921.08,61712.43,0.4853,29946.43,14106.81,0.8443,0.1557
2024-08-01,South,Training Workshops,Small Business,3333.1,8953.3,172,253.04,43523.5,0.4743,20642.09,8355.69,0.8307,0.1693
2024-08-01,South,Training Workshops,Mid-Market,2640.96,9570.27,136,283.22,38517.52,0.4713,18153.25,5942.03,0.7978,0.2022
2024-08-01,South,Training Workshops,Enterprise,2808.86,9458.22,99,339.15,33575.9,0.5099,17120.46,4853.38,0.8188,0.1812
2024-08-01,South,Support Plans,Small Business,3098.71,8175.99,201,175.32,35239.13,0.4992,17592.09,6317.4,0.833,0.167
2024-08-01,South,Support Plans,Mid-Market,2851.44,9054.55,181,189.45,34290.72,0.5018,17207.78,5301.79,0.8433,0.1567
2024-08-01,South,Support Plans,Enterprise,1760.92,7351.71,120,226.91,27229.22,0.5796,15782.34,6669.71,0.8521,0.1479
2024-08-01,West,Analytics Software,Small Business,5564.79,13857.14,167,379.44,63366.26,0.5522,34989.5,15567.57,0.8733,0.1267
2024-08-01,West,Analytics Software,Mid-Market,5638.01,14261.62,147,425.38,62530.7,0.5635,35235.85,15336.22,0.8311,0.1689
2024-08-01,West,Analytics Software,Enterprise,4585.48,13649.55,112,514.58,57632.41,0.64,36884.74,18649.71,0.862,0.138
2024-08-01,West,Implementation Services,Small Business,5669.81,15596.54,110,714.26,78568.11,0.3873,30432.0,9165.64,0.8804,0.1196
2024-08-01,West,Implementation Services,Mid-Market,4140.3,14869.52,88,745.13,65571.02,0.4237,27781.46,8771.64,0.8278,0.1722
2024-08-01,West,Implementation Services,Enterprise,4509.18,12966.22,61,949.27,57905.45,0.4467,25865.26,8389.87,0.8984,0.1016
2024-08-01,West,Training Workshops,Small Business,3063.93,9804.85,151,258.03,38962.59,0.447,17417.28,4548.5,0.8692,0.1308
2024-08-01,West,Training Workshops,Mid-Market,2892.11,9571.45,130,274.2,35646.15,0.4698,16746.19,4282.63,0.8586,0.1414
2024-08-01,West,Training Workshops,Enterprise,2279.14,8440.52,78,348.17,27157.21,0.5479,14879.33,4159.67,0.8743,0.1257
2024-08-01,West,Support Plans,Small Business,3283.27,10475.15,214,180.25,38574.08,0.4953,19104.51,5346.08,0.8505,0.1495
2024-08-01,West,Support Plans,Mid-Market,2963.31,9823.15,172,195.74,33667.81,0.4985,16784.58,3998.12,0.8273,0.1727
2024-08-01,West,Support Plans,Enterprise,2079.02,9913.93,116,229.22,26589.94,0.5923,15749.35,3756.39,0.8976,0.1024
2024-09-01,Northeast,Analytics Software,Small Business,3910.3,13743.8,152,398.63,60592.24,0.5718,34645.92,16991.81,0.8852,0.1148
2024-09-01,Northeast,Analytics Software,Mid-Market,5311.53,13210.77,161,410.66,66116.65,0.5733,37903.32,19381.02,0.8573,0.1427
2024-09-01,Northeast,Analytics Software,Enterprise,3638.65,12947.87,106,499.43,52939.73,0.64,33881.42,17294.91,0.8792,0.1208
2024-09-01,Northeast,Implementation Services,Small Business,5170.85,14299.88,93,701.64,65252.83,0.422,27533.92,8063.18,0.8527,0.1473
2024-09-01,Northeast,Implementation Services,Mid-Market,4963.92,14328.55,94,749.19,70424.17,0.4126,29059.52,9767.04,0.8644,0.1356
2024-09-01,Northeast,Implementation Services,Enterprise,3941.66,10976.63,55,921.79,50698.48,0.4693,23793.37,8875.09,0.9122,0.0878
2024-09-01,Northeast,Training Workshops,Small Business,3087.1,10936.72,148,259.48,38403.11,0.4496,17266.54,3242.73,0.9042,0.0958
2024-09-01,Northeast,Training Workshops,Mid-Market,3266.03,10107.75,128,290.04,37125.27,0.4583,17013.82,3640.03,0.8506,0.1494
2024-09-01,Northeast,Training Workshops,Enterprise,2100.47,9139.47,94,338.25,31795.27,0.5528,17577.42,6337.49,0.9113,0.0887
2024-09-01,Northeast,Support Plans,Small Business,2933.57,9697.57,202,180.26,36413.01,0.501,18244.17,5613.03,0.9059,0.0941
2024-09-01,Northeast,Support Plans,Mid-Market,2399.79,9879.25,171,186.06,31815.57,0.5123,16300.23,4021.19,0.8654,0.1346
2024-09-01,Northeast,Support Plans,Enterprise,2268.04,9144.12,106,238.99,25333.12,0.5566,14100.83,2688.67,0.8913,0.1087
2024-09-01,Midwest,Analytics Software,Small Business,4497.29,10968.53,144,392.28,56488.66,0.5513,31143.07,15677.25,0.8569,0.1431
2024-09-01,Midwest,Analytics Software,Mid-Market,4358.05,9408.34,123,416.34,51209.82,0.5616,28759.32,14992.93,0.8232,0.1768
2024-09-01,Midwest,Analytics Software,Enterprise,3078.99,9448.11,90,531.85,47866.13,0.64,30634.33,18107.23,0.8544,0.1456
2024-09-01,Midwest,Implementation Services,Small Business,4262.53,11864.93,83,723.45,60046.74,0.4106,24654.63,8527.17,0.8568,0.1432
2024-09-01,Midwest,Implementation Services,Mid-Market,4359.73,10245.98,81,772.65,62584.66,0.4027,25201.23,10595.52,0.8272,0.1728
2024-09-01,Midwest,Implementation Services,Enterprise,3535.7,8524.52,49,916.29,44897.99,0.4542,20393.78,8333.56,0.8447,0.1553
2024-09-01,Midwest,Training Workshops,Small Business,2028.05,7621.22,117,256.6,30021.78,0.462,13869.86,4220.59,0.8624,0.1376
2024-09-01,Midwest,Training Workshops,Mid-Market,2112.3,7449.47,99,281.39,27857.47,0.4623,12877.65,3315.89,0.8053,0.1947
2024-09-01,Midwest,Training Workshops,Enterprise,2318.71,7772.53,79,354.68,28019.77,0.5216,14614.1,4522.86,0.8428,0.1572
2024-09-01,Midwest,Support Plans,Small Business,2437.14,8756.12,200,181.56,36311.14,0.5037,18289.43,7096.17,0.8615,0.1385
2024-09-01,Midwest,Support Plans,Mid-Market,2457.3,7088.03,144,193.47,27859.05,0.5316,14809.37,5264.04,0.8436,0.1564
2024-09-01,Midwest,Support Plans,Enterprise,1746.49,6537.93,100,231.36,23136.28,0.587,13582.01,5297.59,0.8264,0.1736
2024-09-01,South,Analytics Software,Small Business,6654.43,12409.78,191,390.59,74602.43,0.5461,40740.93,21676.71,0.7696,0.2304
2024-09-01,South,Analytics Software,Mid-Market,4238.09,11885.03,154,420.5,64756.46,0.5886,38114.22,21991.11,0.7886,0.2114
2024-09-01,South,Analytics Software,Enterprise,4770.97,10494.09,104,518.73,53948.02,0.64,34526.73,19261.67,0.8029,0.1971
2024-09-01,South,Implementation Services,Small Business,6078.37,13669.9,123,696.32,85646.77,0.3936,33714.13,13965.85,0.8364,0.1636
2024-09-01,South,Implementation Services,Mid-Market,5764.35,14021.48,103,741.86,76411.61,0.4314,32963.41,13177.57,0.8313,0.1687
2024-09-01,South,Implementation Services,Enterprise,4417.46,12074.45,62,951.68,59003.87,0.4935,29119.48,12627.57,0.8023,0.1977
2024-09-01,South,Training Workshops,Small Business,2934.68,9946.62,153,251.42,38467.9,0.4454,17133.19,4251.89,0.8371,0.1629
2024-09-01,South,Training Workshops,Mid-Market,2053.68,8314.53,108,290.42,31365.13,0.4928,15456.91,5088.71,0.839,0.161
2024-09-01,South,Training Workshops,Enterprise,2523.05,7630.23,87,344.64,29983.91,0.5405,16206.67,6053.39,0.8055,0.1945
2024-09-01,South,Support Plans,Small Business,3128.82,9664.69,206,176.33,36324.62,0.4771,17330.9,4537.39,0.7893,0.2107
2024-09-01,South,Support Plans,Mid-Market,2174.22,8334.33,181,190.46,34473.97,0.4963,17110.88,6602.33,0.8419,0.1581
2024-09-01,South,Support Plans,Enterprise,2884.87,8472.98,141,232.51,32784.4,0.5777,18939.24,7581.39,0.8269,0.1731
2024-09-01,West,Analytics Software,Small Business,4696.37,14991.6,174,381.43,66368.47,0.541,35903.2,16215.23,0.8227,0.1773
2024-09-01,West,Analytics Software,Mid-Market,5485.35,13842.04,148,424.48,62823.53,0.5833,36643.63,17316.24,0.8583,0.1417
2024-09-01,West,Analytics Software,Enterprise,4164.08,13078.83,105,501.32,52638.31,0.6306,33195.1,15952.2,0.8539,0.1461
2024-09-01,West,Implementation Services,Small Business,4032.13,12623.75,87,693.87,60366.73,0.4189,25288.58,8632.7,0.8371,0.1629
2024-09-01,West,Implementation Services,Mid-Market,4581.96,13834.12,82,785.72,64429.37,0.4128,26596.39,8180.32,0.8905,0.1095
2024-09-01,West,Implementation Services,Enterprise,3738.41,13400.31,60,949.13,56947.75,0.4542,25863.53,8724.81,0.8806,0.1194
2024-09-01,West,Training Workshops,Small Business,2818.09,11208.49,149,264.78,39452.41,0.4692,18512.98,4486.4,0.8662,0.1338
2024-09-01,West,Training Workshops,Mid-Market,1757.06,9495.5,98,282.97,27730.95,0.4962,13759.15,2506.58,0.8511,0.1489
2024-09-01,West,Training Workshops,Enterprise,1788.91,8701.03,80,339.49,27159.17,0.5505,14952.19,4462.25,0.858,0.142
2024-09-01,West,Support Plans,Small Business,2725.85,9964.66,175,180.53,31593.17,0.5057,15975.76,3285.25,0.8552,0.1448
2024-09-01,West,Support Plans,Mid-Market,2404.35,9076.43,163,194.36,31680.5,0.5007,15862.37,4381.59,0.8823,0.1177
2024-09-01,West,Support Plans,Enterprise,2212.22,10388.47,130,232.63,30241.47,0.5606,16952.72,4352.03,0.9048,0.0952
2024-10-01,Northeast,Analytics Software,Small Business,6325.52,13694.67,193,395.46,76324.08,0.5521,42138.7,22118.51,0.895,0.105
2024-10-01,Northeast,Analytics Software,Mid-Market,4289.65,12247.66,143,432.59,61860.42,0.5621,34772.85,18235.54,0.8541,0.1459
2024-10-01,Northeast,Analytics Software,Enterprise,3332.94,12330.32,98,521.81,51137.01,0.64,32727.69,17064.43,0.9155,0.0845
2024-10-01,Northeast,Implementation Services,Small Business,5235.87,12773.92,99,683.5,67666.6,0.4147,28058.14,10048.35,0.8463,0.1537
2024-10-01,Northeast,Implementation Services,Mid-Market,5483.74,13938.58,88,740.72,65183.74,0.4284,27923.37,8501.05,0.9094,0.0906
2024-10-01,Northeast,Implementation Services,Enterprise,4326.01,11898.18,62,957.87,59388.18,0.4542,26976.43,10752.24,0.9217,0.0783
2024-10-01,Northeast,Training Workshops,Small Business,3117.46,11220.95,173,266.98,46187.65,0.4524,20894.91,6556.5,0.889,0.111
2024-10-01,Northeast,Training Workshops,Mid-Market,2619.92,8761.79,117,282.78,33084.86,0.46,15217.56,3835.85,0.8602,0.1398
2024-10-01,Northeast,Training Workshops,Enterprise,2189.92,10111.35,83,338.09,28061.62,0.5501,15436.22,3134.96,0.8694,0.1306
2024-10-01,Northeast,Support Plans,Small Business,2587.64,10166.14,201,175.73,35320.79,0.5104,18027.3,5273.53,0.8688,0.1312
2024-10-01,Northeast,Support Plans,Mid-Market,2859.37,9814.4,208,186.71,38834.7,0.5127,19912.15,7238.38,0.8609,0.1391
2024-10-01,Northeast,Support Plans,Enterprise,1846.22,8421.7,116,240.82,27935.39,0.5512,15397.45,5129.53,0.9159,0.0841
2024-10-01,Midwest,Analytics Software,Small Business,4868.94,10865.0,173,389.88,67448.77,0.537,36222.04,20488.11,0.8179,0.1821
2024-10-01,Midwest,Analytics Software,Mid-Market,4399.14,10859.57,140,416.57,58320.22,0.6038,35214.27,19955.57,0.8253,0.1747
2024-10-01,Midwest,Analytics Software,Enterprise,4709.19,10325.39,108,503.8,54410.33,0.6085,33107.62,18073.04,0.87,0.13
2024-10-01,Midwest,Implementation Services,Small Business,4315.4,11315.57,90,727.11,65439.5,0.3996,26148.47,10517.5,0.8441,0.1559
2024-10-01,Midwest,Implementation Services,Mid-Market,4324.54,9573.82,73,744.83,54372.38,0.415,22566.24,8667.88,0.8698,0.1302
2024-10-01,Midwest,Implementation Services,Enterprise,4453.54,11243.38,68,903.58,61443.71,0.4938,30338.47,14641.54,0.8918,0.1082
2024-10-01,Midwest,Training Workshops,Small Business,2213.74,8565.5,118,264.98,31268.2,0.4713,14735.45,3956.22,0.8387,0.1613
2024-10-01,Midwest,Training Workshops,Mid-Market,2194.19,7925.98,103,287.07,29568.63,0.4872,14405.59,4285.42,0.8472,0.1528
2024-10-01,Midwest,Training Workshops,Enterprise,2231.43,6884.92,77,342.94,26406.24,0.5189,13703.37,4587.02,0.84,0.16
2024-10-01,Midwest,Support Plans,Small Business,2227.2,7493.98,191,177.24,33853.75,0.4817,16308.38,6587.2,0.8028,0.1972
2024-10-01,Midwest,Support Plans,Mid-Market,2717.61,7624.26,168,197.23,33134.4,0.5141,17035.44,6693.58,0.8485,0.1515
2024-10-01,Midwest,Support Plans,Enterprise,1929.36,7909.31,101,226.09,22834.84,0.5826,13303.13,3464.46,0.8366,0.1634
2024-10-01,South,Analytics Software,Small Business,5861.86,14189.74,208,388.07,80718.2,0.5481,44240.3,24188.7,0.8063,0.1937
2024-10-01,South,Analytics Software,Mid-Market,6766.67,12798.1,187,408.33,76357.52,0.5765,44021.66,24456.89,0.797,0.203
2024-10-01,South,Analytics Software,Enterprise,4600.52,11955.62,114,513.51,58540.7,0.6066,35513.31,18957.16,0.8137,0.1863
2024-10-01,South,Implementation Services,Small Business,7464.63,14369.99,128,702.28,89891.71,0.3817,34313.86,12479.24,0.7757,0.2243
2024-10-01,South,Implementation Services,Mid-Market,6469.17,13537.87,106,772.32,81865.52,0.4293,35142.3,15135.27,0.8348,0.1652
